FID,LSOA code,LSOA11NM,LSOA11NMW,BNG_E,BNG_N,LONG,LAT,GlobalID,LADCD_ACTIVE,UTLACD,CAUTHCD,RGNCD,geometry
9619,E01009916,Dudley 021F,Dudley 021F,388828,286946,-2.16592,52.48033,925a3e49-abdc-4705-9e10-55206ebeea75,E08000027,E08000027,E47000007,E12000005,"POLYGON ((-2.16867261021798 52.483078871500325, -2.166864185771055 52.482575623950524, -2.164716939767217 52.4825523553352, -2.164778185438626 52.48282113275321, -2.162261078092895 52.48319102994993, -2.162685778275454 52.482273478579195, -2.162366346718379 52.48199263109174, -2.161811097450693 52.48206276853807, -2.161626894764339 52.48080442563644, -2.159161264843124 52.47974455726102, -2.159804527798013 52.47953347633812, -2.159940646424527 52.478612063085144, -2.159360327571177 52.47773096289186, -2.160721393154251 52.47744097672254, -2.161463581297676 52.47753826985444, -2.161439270952302 52.4780397096932, -2.162228656118471 52.47804014748987, -2.162945913913438 52.478033393167905, -2.163121911776623 52.478433145482015, -2.163891925340049 52.478508098813506, -2.16527921309089 52.47713007464692, -2.166246677499737 52.47685156157021, -2.166735434682819 52.477157637517855, -2.167564309145833 52.47745289099769, -2.167580847742673 52.47774501463794, -2.167569095102479 52.478350874428344, -2.167786405959005 52.47831992634909, -2.172046584732076 52.47843619886499, -2.172581744321978 52.47864314052103, -2.17166321179887 52.4788328277024, -2.172078745549748 52.47943217776046, -2.171986467425938 52.479755582431956, -2.171437501283219 52.47976814824, -2.171152379811311 52.481350436319254, -2.168741272298022 52.480626221075525, -2.167476731252926 52.481764873711825, -2.168629677578866 52.48232293077965, -2.170019462891811 52.482236756747604, -2.169819834527738 52.48300332144593, -2.171070998800164 52.48290867693452, -2.171665843998335 52.48376880081206, -2.168829499982152 52.483795309232356, -2.16867261021798 52.483078871500325))"
9620,E01009917,Dudley 024A,Dudley 024A,388416,286594,-2.17197,52.47716,0792df3b-b4fc-46ba-b6b5-8d0b19b92229,E08000027,E08000027,E47000007,E12000005,"POLYGON ((-2.174188699964955 52.48167346691231, -2.174275765368249 52.480646135912, -2.172389969497334 52.480798684629896, -2.172544764299855 52.47946765567949, -2.172078745549748 52.47943217776046, -2.17166321179887 52.4788328277024, -2.172581744321978 52.47864314052103, -2.172046584732076 52.47843619886499, -2.167786405959005 52.47831992634909, -2.168255581601878 52.47786151847222, -2.16905335189694 52.47774580230009, -2.168782840228726 52.477319534051034, -2.169375055657936 52.47704475296222, -2.170419954500501 52.47692638051043, -2.170604812848554 52.47729003675868, -2.171169172215392 52.47724938579358, -2.171375827064656 52.47699209881779, -2.170905883499505 52.47694365843318, -2.170934440487209 52.47664398311063, -2.170316732487127 52.476325226028294, -2.172401649343322 52.47574063122214, -2.174778605969999 52.47708183173639, -2.175149065519225 52.476936391667415, -2.174946628034496 52.4766262993098, -2.17560046117222 52.476463774904694, -2.176060745523134 52.477009203760105, -2.174882589825343 52.47740299745774, -2.175609355815879 52.47824601479538, -2.174758759015259 52.47861057885272, -2.174870751696837 52.479364500818406, -2.174861787313572 52.479617294047515, -2.176159380802626 52.479572574038244, -2.176205619138311 52.480206819313025, -2.175690375224384 52.48050565806528, -2.175834479184242 52.48127575802042, -2.174567566467735 52.48170333872582, -2.174188699964955 52.48167346691231))"
9621,E01009918,Dudley 024B,Dudley 024B,388892,286304,-2.16495,52.47456,371f09bb-064e-47ff-9907-8c5116ffab20,E08000027,E08000027,E47000007,E12000005,"POLYGON ((-2.163121911776623 52.478433145482015, -2.162945913913438 52.478033393167905, -2.162228656118471 52.47804014748987, -2.162234097757863 52.4775429227271, -2.163055242850744 52.47678273281436, -2.162568169395394 52.47666548270424, -2.163198913919074 52.475985114828084, -2.162082149032385 52.47473340515566, -2.163007873909365 52.474012825304094, -2.160486868579523 52.473591258414444, -2.160690102830509 52.4731385974605, -2.161362516133382 52.47323340603882, -2.161478417096388 52.47297526225803, -2.161349480002022 52.47186501877638, -2.159962768321017 52.471710951297, -2.160184184399571 52.47093565199925, -2.160789116013206 52.47053582770512, -2.160896614521347 52.47064631202609, -2.161924280737172 52.47117323084139, -2.163092742577224 52.47098398432692, -2.165163252960673 52.47174807846853, -2.165790191008392 52.47123163377327, -2.167536989738466 52.47113182017247, -2.167425379530353 52.47152681479245, -2.168085131752992 52.47154303968633, -2.168547987651866 52.472159614212444, -2.169937488022913 52.47241833280199, -2.169812474766417 52.47264427793773, -2.168042846750442 52.47517674106264, -2.167487545802293 52.4762653166087, -2.167564309145833 52.47745289099769, -2.166735434682819 52.477157637517855, -2.166246677499737 52.47685156157021, -2.16527921309089 52.47713007464692, -2.163891925340049 52.478508098813506, -2.163121911776623 52.478433145482015))"
9622,E01009919,Dudley 024C,Dudley 024C,388462,286397,-2.17129,52.47539,16dfff0d-d721-4e23-975a-dff000a72c54,E08000027,E08000027,E47000007,E12000005,"POLYGON ((-2.167564309145833 52.47745289099769, -2.167487545802293 52.4762653166087, -2.168042846750442 52.47517674106264, -2.169812474766417 52.47264427793773, -2.169937488022913 52.47241833280199, -2.171810406159898 52.47257152776478, -2.173184847130582 52.47368728974064, -2.17560046117222 52.476463774904694, -2.174946628034496 52.4766262993098, -2.175149065519225 52.476936391667415, -2.174778605969999 52.47708183173639, -2.172401649343322 52.47574063122214, -2.170316732487127 52.476325226028294, -2.170934440487209 52.47664398311063, -2.170905883499505 52.47694365843318, -2.171375827064656 52.47699209881779, -2.171169172215392 52.47724938579358, -2.170604812848554 52.47729003675868, -2.170419954500501 52.47692638051043, -2.169375055657936 52.47704475296222, -2.168782840228726 52.477319534051034, -2.16905335189694 52.47774580230009, -2.168255581601878 52.47786151847222, -2.167786405959005 52.47831992634909, -2.167569095102479 52.478350874428344, -2.167580847742673 52.47774501463794, -2.167564309145833 52.47745289099769))"
9623,E01009920,Dudley 024D,Dudley 024D,389291,286076,-2.15907,52.47252,e7353b2a-f0db-4438-8fd9-51bac6d0381c,E08000027,E08000027,E47000007,E12000005,"POLYGON ((-2.16084016792125 52.47598629151995, -2.159284044850039 52.475428747433114, -2.157669846213326 52.47622668407476, -2.156038695302847 52.47426788885166, -2.155730561796562 52.4736189855521, -2.155649140652809 52.47324581107887, -2.155126978996902 52.471663938311735, -2.154971899502597 52.47093868650452, -2.157216240696445 52.47027695247421, -2.157438160902872 52.47058672131332, -2.158054029053478 52.47036316298071, -2.157924742857066 52.47001869598617, -2.15888550867652 52.469520585034566, -2.158959194689369 52.46948237734824, -2.159668936513741 52.46958057950636, -2.160789116013206 52.47053582770512, -2.160184184399571 52.47093565199925, -2.159962768321017 52.471710951297, -2.161349480002022 52.47186501877638, -2.161478417096388 52.47297526225803, -2.161362516133382 52.47323340603882, -2.160690102830509 52.4731385974605, -2.160486868579523 52.473591258414444, -2.163007873909365 52.474012825304094, -2.162082149032385 52.47473340515566, -2.163198913919074 52.475985114828084, -2.162568169395394 52.47666548270424, -2.163055242850744 52.47678273281436, -2.162234097757863 52.4775429227271, -2.162228656118471 52.47804014748987, -2.161439270952302 52.4780397096932, -2.161463581297676 52.47753826985444, -2.160721393154251 52.47744097672254, -2.161563368325496 52.47661319119867, -2.16084016792125 52.47598629151995))"
9624,E01009921,Sandwell 034A,Sandwell 034A,402180,286800,-1.96932,52.47913,b1e762a6-02ca-4e4e-9ce2-3d2cc07ee859,E08000028,E08000028,E47000007,E12000005,"POLYGON ((-1.967204223925081 52.47880098152504, -1.968679060045267 52.47789132413005, -1.96836446636312 52.47774485758935, -1.96903044281813 52.47677862033958, -1.968277995984897 52.476588959190714, -1.96886642543683 52.47638301926975, -1.96993579513711 52.47694684727696, -1.970399997506276 52.47672789586983, -1.971314079151391 52.47688200917378, -1.971441970617159 52.47721543259123, -1.972415811077626 52.477396152942795, -1.972426338227682 52.475957316263, -1.97347790020465 52.4758635094028, -1.973976896159883 52.47705046148936, -1.973387134278259 52.47746627919102, -1.973635996135327 52.47787335486417, -1.971032306353617 52.4776331423996, -1.970123923339982 52.47796065657004, -1.971863365237893 52.47813140293834, -1.971800471152654 52.478379866125614, -1.973117995845934 52.47865745171412, -1.972204025814666 52.47924621078278, -1.971272209975462 52.47840577064859, -1.969816675124199 52.478915627728746, -1.970401518160757 52.47942261010762, -1.970015214255627 52.47980520725243, -1.970334484141092 52.48023399115307, -1.969604923249495 52.48043874268367, -1.969550328880523 52.480821422255055, -1.969271883498326 52.481834177325496, -1.968914575851412 52.482374636394745, -1.966254800996553 52.48189741546762, -1.964695341442933 52.48149885270751, -1.966065055604194 52.480087665358205, -1.966455342183535 52.47956860568143, -1.967204223925081 52.47880098152504))"
9625,E01009922,Sandwell 034B,Sandwell 034B,401375,286760,-1.98117,52.47878,c5e0cd99-902f-4410-97f8-fcb5cac27ea6,E08000028,E08000028,E47000007,E12000005,"POLYGON ((-1.977765929711532 52.479955621219446, -1.978082024999563 52.478128874781824, -1.979170835639615 52.47823435047635, -1.979684118419853 52.4776694105354, -1.980840855094592 52.477671812454815, -1.98114306855643 52.477386294199, -1.981417855726873 52.476800730912515, -1.980094763299951 52.47685008931853, -1.979403865754183 52.47449460188284, -1.981885759890246 52.47420201037215, -1.981636535522094 52.474794636039576, -1.98287924690444 52.47572754649197, -1.983251524963168 52.47548966155327, -1.983824716860414 52.475783226411885, -1.984225324689416 52.47698784481059, -1.984247093897119 52.47738301044152, -1.984309673967415 52.4789646134137, -1.984772111298219 52.47902660463432, -1.984775755243101 52.47939615534423, -1.983605939053945 52.479644726832184, -1.979942118929663 52.48050895241991, -1.978458560224968 52.4809124231036, -1.978351300042984 52.4809585222432, -1.977582339179971 52.48076832408892, -1.977765929711532 52.479955621219446))"
9626,E01009923,Sandwell 036A,Sandwell 036A,400905,286499,-1.98809,52.47643,dd9441a0-79a6-44ee-b73a-d6ad15e5f414,E08000028,E08000028,E47000007,E12000005,"POLYGON ((-1.983251524963168 52.47548966155327, -1.984453414232177 52.47503475986232, -1.987736447650276 52.4752958473821, -1.989076265056458 52.47501728676069, -1.989400188119754 52.47489145598423, -1.989354234487728 52.473442718813324, -1.991468750885315 52.47406537778028, -1.991798638621084 52.47417766707797, -1.994221693737807 52.47528198839709, -1.993136305002016 52.47587318482269, -1.991887410928946 52.47659029190255, -1.989541169224204 52.4778879219018, -1.986313414501711 52.47906237178899, -1.985130861734428 52.47932069304738, -1.984775755243101 52.47939615534423, -1.984772111298219 52.47902660463432, -1.984309673967415 52.4789646134137, -1.984247093897119 52.47738301044152, -1.984225324689416 52.47698784481059, -1.983824716860414 52.475783226411885, -1.983251524963168 52.47548966155327))"
9627,E01009924,Sandwell 034C,Sandwell 034C,401791,286285,-1.97505,52.4745,36906202-6e24-4999-b57e-a1613b67fc49,E08000028,E08000028,E47000007,E12000005,"POLYGON ((-1.975192876665089 52.4765239441137, -1.975001345540625 52.47550064852883, -1.974092393265895 52.475439413146496, -1.973600656546029 52.47546874767803, -1.972334299828962 52.47555298481021, -1.970809641692129 52.474810338396345, -1.971456437359291 52.47426238550091, -1.972104464652269 52.474237411665676, -1.971983121480502 52.47361031505829, -1.973078972097987 52.47356085791732, -1.97288665114178 52.47218568539917, -1.973808588585722 52.47187814637378, -1.974194303459567 52.47276854294405, -1.974576286161178 52.47266680889765, -1.974432821370771 52.473415197689974, -1.975332960120885 52.47339301974013, -1.975306210926394 52.47304652285741, -1.976785944795808 52.47284114664932, -1.977443857781662 52.4726376226746, -1.978138552370009 52.47264775287261, -1.978959082312792 52.47454540781871, -1.979078052064065 52.475805075627065, -1.978429484826055 52.47587207967989, -1.977723644268355 52.4760273509826, -1.977671735968253 52.475930654249154, -1.976159428017425 52.47599090995979, -1.976600269582683 52.4766685615552, -1.97659128877866 52.47711711848583, -1.976142168435001 52.47688019370575, -1.976169858979083 52.47663876477885, -1.975192876665089 52.4765239441137))"
9628,E01009925,Sandwell 034D,Sandwell 034D,401418,285895,-1.98054,52.471,799dac79-56f5-4538-bdb6-def2af4aa6d1,E08000028,E08000028,E47000007,E12000005,"POLYGON ((-1.98287924690444 52.47572754649197, -1.981636535522094 52.474794636039576, -1.981885759890246 52.47420201037215, -1.979403865754183 52.47449460188284, -1.978959082312792 52.47454540781871, -1.978138552370009 52.47264775287261, -1.977443857781662 52.4726376226746, -1.976785944795808 52.47284114664932, -1.975306210926394 52.47304652285741, -1.975332960120885 52.47339301974013, -1.974432821370771 52.473415197689974, -1.974576286161178 52.47266680889765, -1.974194303459567 52.47276854294405, -1.973808588585722 52.47187814637378, -1.97288665114178 52.47218568539917, -1.972245069312762 52.470184720992805, -1.972664656845849 52.469944947281924, -1.975875981478127 52.468240141437946, -1.977873922452622 52.46719797789335, -1.978749161513966 52.46692329479749, -1.981344167723616 52.46634568006982, -1.98170252083862 52.46625931457149, -1.983180858176986 52.467520950456695, -1.986905930521691 52.469236772366095, -1.988592866560223 52.47082876186511, -1.988733217454546 52.47224342781871, -1.988783695045923 52.47302429223152, -1.989354234487728 52.473442718813324, -1.989400188119754 52.47489145598423, -1.989076265056458 52.47501728676069, -1.987736447650276 52.4752958473821, -1.984453414232177 52.47503475986232, -1.983251524963168 52.47548966155327, -1.98287924690444 52.47572754649197))"
9629,E01009926,Sandwell 034E,Sandwell 034E,401632,286757,-1.97739,52.47875,ccc85deb-d5e6-481b-9f1f-ae2028d1386f,E08000028,E08000028,E47000007,E12000005,"POLYGON ((-1.975293355359322 52.479084377838724, -1.975462078948639 52.478007568165545, -1.974776674021373 52.4776686568462, -1.974615891142253 52.478399965140085, -1.973635996135327 52.47787335486417, -1.973387134278259 52.47746627919102, -1.973976896159883 52.47705046148936, -1.97347790020465 52.4758635094028, -1.973600656546029 52.47546874767803, -1.974092393265895 52.475439413146496, -1.975001345540625 52.47550064852883, -1.975192876665089 52.4765239441137, -1.976169858979083 52.47663876477885, -1.976142168435001 52.47688019370575, -1.97659128877866 52.47711711848583, -1.976600269582683 52.4766685615552, -1.976159428017425 52.47599090995979, -1.977671735968253 52.475930654249154, -1.977723644268355 52.4760273509826, -1.978429484826055 52.47587207967989, -1.979078052064065 52.475805075627065, -1.978959082312792 52.47454540781871, -1.979403865754183 52.47449460188284, -1.980094763299951 52.47685008931853, -1.981417855726873 52.476800730912515, -1.98114306855643 52.477386294199, -1.980840855094592 52.477671812454815, -1.979684118419853 52.4776694105354, -1.979170835639615 52.47823435047635, -1.978082024999563 52.478128874781824, -1.977765929711532 52.479955621219446, -1.977582339179971 52.48076832408892, -1.978351300042984 52.4809585222432, -1.97704850720511 52.481742473461345, -1.97629390027329 52.481209527641994, -1.976588834673027 52.47926865385335, -1.975990139441272 52.47912047957187, -1.975293355359322 52.479084377838724))"
9630,E01009927,Sandwell 034F,Sandwell 034F,402169,286254,-1.96949,52.47422,06a9a71e-3f30-4ef1-8e89-c12d65e375a2,E08000028,E08000028,E47000007,E12000005,"POLYGON ((-1.971314079151391 52.47688200917378, -1.970399997506276 52.47672789586983, -1.96993579513711 52.47694684727696, -1.96886642543683 52.47638301926975, -1.968277995984897 52.476588959190714, -1.967254328853984 52.47620145787467, -1.9664660365139 52.47583388012047, -1.965387316963205 52.47530248068821, -1.967021574167459 52.474099009375514, -1.965815844428375 52.47368042057905, -1.965682234790221 52.47334693528812, -1.965913594141435 52.47324436318543, -1.968397643109511 52.472287184008664, -1.968500444944233 52.47226437667118, -1.972245069312762 52.470184720992805, -1.97288665114178 52.47218568539917, -1.973078972097987 52.47356085791732, -1.971983121480502 52.47361031505829, -1.972104464652269 52.474237411665676, -1.971456437359291 52.47426238550091, -1.970809641692129 52.474810338396345, -1.972334299828962 52.47555298481021, -1.973600656546029 52.47546874767803, -1.97347790020465 52.4758635094028, -1.972426338227682 52.475957316263, -1.972415811077626 52.477396152942795, -1.971441970617159 52.47721543259123, -1.971314079151391 52.47688200917378))"
